index,Locality Name,buy_rate,buy_rate_trim,buy_rate_lower,buy_rate_higher,buy_rate_avg,Buy Rates Q/Q,Rent_1B,Rent_1B_trim,Rent_1B_Lower,Rent_1B_Upper,Rent_1B_avg,Rent_1B_persqf,Rent_2B,Rent_2B_trim,Rent_2B_Lower,Rent_2B_Upper,Rent_2B_avg,Rent_2B_persqf,Rent_3B,Rent_3B_trim,Rent_3B_Lower,Rent_3B_Upper,Rent_3B_avg,Rent_3B_persqf,Latitude,Longitude
238,Manda,"Rs.3,910 - 4,250/sq. ft.","3,910 - 4,250",3910.0,4250.0,4080.0,3.23%,"Rs.3,835 - 4,794","3,835 - 4,794",3835.0,4794.0,4314.5,106%,,,,,,,,,,,,,,
239,Manisha Nagar,"Rs.6,758 - 8,500/sq. ft.","6,758 - 8,500",6758.0,8500.0,7629.0,-9.5%,"Rs.8,693 - 11,177","8,693 - 11,177",8693.0,11177.0,9935.0,130%,,,,,,,,,,,,,19.1458595,72.7895646
240,Manjarli,"Rs.3,315 - 3,910/sq. ft.","3,315 - 3,910",3315.0,3910.0,3612.5,-2.3%,"Rs.3,213 - 4,284","3,213 - 4,284",3213.0,4284.0,3748.5,104%,,,,,,,,,,,,,,
241,Mankhurd,"Rs.7,395 - 9,818/sq. ft.","7,395 - 9,818",7395.0,9818.0,8606.5,,,,,,,,,,,,,,,,,,,,19.0485178,72.9323356
242,Manpada,"Rs.9,818 - 10,965/sq. ft.","9,818 - 10,965",9818.0,10965.0,10391.5,0.41%,"Rs.14,174 - 15,151","14,174 - 15,151",14174.0,15151.0,14662.5,141%,"Rs.21,229 - 23,776","21,229 - 23,776",21229.0,23776.0,22502.5,217%,"Rs.25,245 - 29,835","25,245 - 29,835",25245.0,29835.0,27540.0,265%,,
243,Marine Drive,"Rs.42,160 - 49,470/sq. ft.","42,160 - 49,470",42160.0,49470.0,45815.0,,,,,,,,,,,,,,,,,,,,18.9448523,72.8225462
244,Marol,"Rs.14,450 - 16,490/sq. ft.","14,450 - 16,490",14450.0,16490.0,15470.0,4.05%,"Rs.24,098 - 27,471","24,098 - 27,471",24098.0,27471.0,25784.5,167%,"Rs.35,904 - 41,616","35,904 - 41,616",35904.0,41616.0,38760.0,251%,"Rs.44,200 - 53,040","44,200 - 53,040",44200.0,53040.0,48620.0,314%,19.1172198,72.882342
245,Matunga,"Rs.29,368 - 32,598/sq. ft.","29,368 - 32,598",29368.0,32598.0,30983.0,4.2%,"Rs.34,884 - 39,015","34,884 - 39,015",34884.0,39015.0,36949.5,119%,"Rs.49,946 - 63,777","49,946 - 63,777",49946.0,63777.0,56861.5,184%,,,,,,,19.0274356,72.8501467
246,Matunga East,"Rs.28,135 - 30,600/sq. ft.","28,135 - 30,600",28135.0,30600.0,29367.5,9.38%,"Rs.36,465 - 41,140","36,465 - 41,140",36465.0,41140.0,38802.5,132%,"Rs.68,000 - 82,450","68,000 - 82,450",68000.0,82450.0,75225.0,256%,,,,,,,19.0261579,72.8520846
247,Matunga West,"Rs.29,368 - 33,320/sq. ft.","29,368 - 33,320",29368.0,33320.0,31344.0,1.27%,"Rs.34,425 - 39,015","34,425 - 39,015",34425.0,39015.0,36720.0,117%,"Rs.48,344 - 58,756","48,344 - 58,756",48344.0,58756.0,53550.0,171%,,,,,,,19.0317259,72.8433917
248,Mazgaon,"Rs.21,292 - 26,562/sq. ft.","21,292 - 26,562",21292.0,26562.0,23927.0,-2.43%,"Rs.31,714 - 36,244","31,714 - 36,244",31714.0,36244.0,33979.0,142%,"Rs.52,360 - 61,710","52,360 - 61,710",52360.0,61710.0,57035.0,238%,,,,,,,18.9680519,72.8400118703627
249,Medetiya Nagar,"Rs.7,098 - 8,585/sq. ft.","7,098 - 8,585",7098.0,8585.0,7841.5,-3.68%,,,,,,,,,,,,,,,,,,,,
250,Mhatre Wadi,"Rs.13,685 - 14,960/sq. ft.","13,685 - 14,960",13685.0,14960.0,14322.5,0.88%,,,,,,,,,,,,,,,,,,,19.2532076,72.8540854
251,Mindspace,"Rs.18,318 - 20,952/sq. ft.","18,318 - 20,952",18318.0,20952.0,19635.0,5.8%,"Rs.21,588 - 24,128","21,588 - 24,128",21588.0,24128.0,22858.0,116%,"Rs.34,745 - 41,851","34,745 - 41,851",34745.0,41851.0,38298.0,195%,"Rs.48,875 - 52,062","48,875 - 52,062",48875.0,52062.0,50468.5,257%,19.0525578,73.0241666262417
252,Mira Bhayandar,"Rs.7,438 - 8,372/sq. ft.","7,438 - 8,372",7438.0,8372.0,7905.0,0.54%,"Rs.10,192 - 11,581","10,192 - 11,581",10192.0,11581.0,10886.5,138%,"Rs.14,110 - 16,226","14,110 - 16,226",14110.0,16226.0,15168.0,192%,"Rs.18,700 - 21,505","18,700 - 21,505",18700.0,21505.0,20102.5,254%,,
253,Mira Road,"Rs.7,480 - 8,500/sq. ft.","7,480 - 8,500",7480.0,8500.0,7990.0,0.53%,"Rs.9,818 - 11,220","9,818 - 11,220",9818.0,11220.0,10519.0,132%,"Rs.13,906 - 15,992","13,906 - 15,992",13906.0,15992.0,14949.0,187%,"Rs.17,813 - 20,626","17,813 - 20,626",17813.0,20626.0,19219.5,241%,18.9159239,72.8197358
254,Mira Road East,"Rs.7,480 - 8,372/sq. ft.","7,480 - 8,372",7480.0,8372.0,7926.0,0%,"Rs.9,782 - 11,645","9,782 - 11,645",9782.0,11645.0,10713.5,135%,"Rs.13,485 - 16,324","13,485 - 16,324",13485.0,16324.0,14904.5,188%,"Rs.19,125 - 21,994","19,125 - 21,994",19125.0,21994.0,20559.5,259%,18.9159239,72.8197358
255,Morivali,"Rs.3,655 - 4,335/sq. ft.","3,655 - 4,335",3655.0,4335.0,3995.0,,,,,,,,,,,,,,,,,,,,,
256,Morya Nagar,"Rs.3,910 - 4,420/sq. ft.","3,910 - 4,420",3910.0,4420.0,4165.0,-3.96%,"Rs.4,122 - 4,947","4,122 - 4,947",4122.0,4947.0,4534.5,109%,"Rs.5,432 - 6,035","5,432 - 6,035",5432.0,6035.0,5733.5,138%,,,,,,,19.1400365,72.8343932347826
257,Moti Nagar,"Rs.16,915 - 17,468/sq. ft.","16,915 - 17,468",16915.0,17468.0,17191.5,,,,,,,,,,,,,,,,,,,,19.0595279,72.8340764
258,Motilal Nagar II,"Rs.14,832 - 16,320/sq. ft.","14,832 - 16,320",14832.0,16320.0,15576.0,3.14%,"Rs.23,491 - 24,929","23,491 - 24,929",23491.0,24929.0,24210.0,155%,"Rs.29,223 - 35,717","29,223 - 35,717",29223.0,35717.0,32470.0,208%,,,,,,,19.1628987,72.8355871
259,Mulund,"Rs.14,110 - 16,320/sq. ft.","14,110 - 16,320",14110.0,16320.0,15215.0,3.46%,"Rs.17,298 - 19,635","17,298 - 19,635",17298.0,19635.0,18466.5,121%,"Rs.28,560 - 31,824","28,560 - 31,824",28560.0,31824.0,30192.0,198%,"Rs.38,658 - 43,812","38,658 - 43,812",38658.0,43812.0,41235.0,271%,19.1722904,72.9564695
260,Mulund (East),"Rs.14,748 - 16,362/sq. ft.","14,748 - 16,362",14748.0,16362.0,15555.0,2.82%,"Rs.16,738 - 19,993","16,738 - 19,993",16738.0,19993.0,18365.5,118%,"Rs.27,102 - 29,425","27,102 - 29,425",27102.0,29425.0,28263.5,182%,,,,,,,19.1704719,72.9610447
261,Mulund (West),"Rs.14,025 - 16,320/sq. ft.","14,025 - 16,320",14025.0,16320.0,15172.5,2.29%,"Rs.17,298 - 20,102","17,298 - 20,102",17298.0,20102.0,18700.0,123%,"Rs.28,858 - 32,156","28,858 - 32,156",28858.0,32156.0,30507.0,201%,"Rs.39,780 - 45,084","39,780 - 45,084",39780.0,45084.0,42432.0,280%,19.1719717,72.9511956
262,Mulund Colony,"Rs.14,748 - 17,212/sq. ft.","14,748 - 17,212",14748.0,17212.0,15980.0,7.87%,,,,,,,"Rs.26,388 - 30,158","26,388 - 30,158",26388.0,30158.0,28273.0,177%,,,,,,,19.1777778,72.9383511
263,Mumbai Central,"Rs.34,255 - 43,265/sq. ft.","34,255 - 43,265",34255.0,43265.0,38760.0,0.11%,,,,,,,,,,,,,,,,,,,18.970174,72.8192133
264,Mumbra,"Rs.2,805 - 3,655/sq. ft.","2,805 - 3,655",2805.0,3655.0,3230.0,0%,,,,,,,,,,,,,,,,,,,,
265,Nahur,"Rs.13,218 - 15,598/sq. ft.","13,218 - 15,598",13218.0,15598.0,14408.0,2.48%,"Rs.19,542 - 20,570","19,542 - 20,570",19542.0,20570.0,20056.0,139%,"Rs.29,878 - 36,338","29,878 - 36,338",29878.0,36338.0,33108.0,230%,,,,,,,19.1543618,72.9464735
266,Naigaon (East),"Rs.3,868 - 4,250/sq. ft.","3,868 - 4,250",3868.0,4250.0,4059.0,-6.86%,"Rs.4,254 - 5,028","4,254 - 5,028",4254.0,5028.0,4641.0,114%,,,,,,,,,,,,,19.0095393,72.8478709
267,Naigaon (West),"Rs.3,910 - 4,420/sq. ft.","3,910 - 4,420",3910.0,4420.0,4165.0,-2.97%,"Rs.4,122 - 4,947","4,122 - 4,947",4122.0,4947.0,4534.5,109%,"Rs.5,432 - 6,035","5,432 - 6,035",5432.0,6035.0,5733.5,138%,,,,,,,19.0095393,72.8478709
268,Nalasopara (West),"Rs.3,825 - 4,378/sq. ft.","3,825 - 4,378",3825.0,4378.0,4101.5,-4%,"Rs.4,122 - 4,535","4,122 - 4,535",4122.0,4535.0,4328.5,106%,"Rs.5,470 - 6,685","5,470 - 6,685",5470.0,6685.0,6077.5,148%,,,,,,,,
269,Nalasopara East,"Rs.3,910 - 4,505/sq. ft.","3,910 - 4,505",3910.0,4505.0,4207.5,-2%,"Rs.4,122 - 4,947","4,122 - 4,947",4122.0,4947.0,4534.5,108%,"Rs.5,699 - 6,966","5,699 - 6,966",5699.0,6966.0,6332.5,151%,,,,,,,,
270,Nallasopara,"Rs.3,868 - 4,462/sq. ft.","3,868 - 4,462",3868.0,4462.0,4165.0,-3%,"Rs.4,122 - 4,947","4,122 - 4,947",4122.0,4947.0,4534.5,109%,"Rs.5,584 - 6,826","5,584 - 6,826",5584.0,6826.0,6205.0,149%,,,,,,,,
271,Nandivali Panchanand,"Rs.4,250 - 5,652/sq. ft.","4,250 - 5,652",4250.0,5652.0,4951.0,,,,,,,,,,,,,,,,,,,,,
272,Nandivli,"Rs.4,080 - 5,142/sq. ft.","4,080 - 5,142",4080.0,5142.0,4611.0,9%,,,,,,,,,,,,,,,,,,,,
273,Natwar Nagar,"Rs.17,298 - 18,912/sq. ft.","17,298 - 18,912",17298.0,18912.0,18105.0,0%,,,,,,,,,,,,,,,,,,,19.130319,72.8505689
274,Naupada,"Rs.11,900 - 13,345/sq. ft.","11,900 - 13,345",11900.0,13345.0,12622.5,-5.36%,"Rs.16,320 - 18,360","16,320 - 18,360",16320.0,18360.0,17340.0,137%,"Rs.26,086 - 31,136","26,086 - 31,136",26086.0,31136.0,28611.0,227%,,,,,,,19.083579,72.8886519
275,Navghar Gaon,"Rs.7,055 - 7,778/sq. ft.","7,055 - 7,778",7055.0,7778.0,7416.5,,,,,,,,,,,,,,,,,,,,,
276,Nehru Nagar,"Rs.11,730 - 13,770/sq. ft.","11,730 - 13,770",11730.0,13770.0,12750.0,,"Rs.18,896 - 21,318","18,896 - 21,318",18896.0,21318.0,20107.0,158%,"Rs.25,172 - 29,614","25,172 - 29,614",25172.0,29614.0,27393.0,215%,,,,,,,19.0010485,72.8194265
277,Nensey Colony,"Rs.13,685 - 15,172/sq. ft.","13,685 - 15,172",13685.0,15172.0,14428.5,-3.49%,"Rs.13,597 - 15,790","13,597 - 15,790",13597.0,15790.0,14693.5,102%,,,,,,,,,,,,,,
278,Neral,"Rs.2,720 - 3,188/sq. ft.","2,720 - 3,188",2720.0,3188.0,2954.0,2.94%,,,,,,,,,,,,,,,,,,,19.0266373,73.3181185
279,Nerul,"Rs.11,050 - 13,472/sq. ft.","11,050 - 13,472",11050.0,13472.0,12261.0,0.35%,"Rs.11,688 - 14,025","11,688 - 14,025",11688.0,14025.0,12856.5,105%,"Rs.22,100 - 28,900","22,100 - 28,900",22100.0,28900.0,25500.0,208%,"Rs.40,395 - 50,819","40,395 - 50,819",40395.0,50819.0,45607.0,372%,19.0336118,73.0181395749251
280,New Panvel,"Rs.5,695 - 7,140/sq. ft.","5,695 - 7,140",5695.0,7140.0,6417.5,2%,"Rs.7,166 - 8,599","7,166 - 8,599",7166.0,8599.0,7882.5,123%,"Rs.8,854 - 11,067","8,854 - 11,067",8854.0,11067.0,9960.5,155%,,,,,,,18.9387711,72.8353355
281,New Sector-50 Nerul,"Rs.10,455 - 12,028/sq. ft.","10,455 - 12,028",10455.0,12028.0,11241.5,1.92%,"Rs.12,750 - 16,320","12,750 - 16,320",12750.0,16320.0,14535.0,129%,"Rs.21,611 - 28,527","21,611 - 28,527",21611.0,28527.0,25069.0,223%,,,,,,,,
282,Nilemore,"Rs.3,995 - 4,462/sq. ft.","3,995 - 4,462",3995.0,4462.0,4228.5,-1.96%,"Rs.4,122 - 4,947","4,122 - 4,947",4122.0,4947.0,4534.5,107%,"Rs.5,508 - 6,120","5,508 - 6,120",5508.0,6120.0,5814.0,137%,,,,,,,,
283,Nilje Gaon,"Rs.5,270 - 5,738/sq. ft.","5,270 - 5,738",5270.0,5738.0,5504.0,1.57%,"Rs.7,012 - 7,480","7,012 - 7,480",7012.0,7480.0,7246.0,132%,"Rs.9,238 - 9,948","9,238 - 9,948",9238.0,9948.0,9593.0,174%,"Rs.10,302 - 11,160","10,302 - 11,160",10302.0,11160.0,10731.0,195%,,
284,Nirmal Nagar,"Rs.13,260 - 16,065/sq. ft.","13,260 - 16,065",13260.0,16065.0,14662.5,-0.59%,,,,,,,,,,,,,"Rs.40,202 - 45,227","40,202 - 45,227",40202.0,45227.0,42714.5,291%,18.92732875,72.8221971718393
285,Old Panvel,"Rs.5,738 - 6,715/sq. ft.","5,738 - 6,715",5738.0,6715.0,6226.5,1.38%,,,,,,,"Rs.10,940 - 12,622","10,940 - 12,622",10940.0,12622.0,11781.0,189%,,,,,,,18.9895249,73.1221935
286,Orlem,"Rs.13,600 - 15,852/sq. ft.","13,600 - 15,852",13600.0,15852.0,14726.0,-11.83%,"Rs.19,242 - 21,075","19,242 - 21,075",19242.0,21075.0,20158.5,137%,"Rs.25,823 - 31,725","25,823 - 31,725",25823.0,31725.0,28774.0,195%,,,,,,,19.1944819,72.8389662
287,Owale,"Rs.7,480 - 8,330/sq. ft.","7,480 - 8,330",7480.0,8330.0,7905.0,1.09%,"Rs.8,476 - 10,360","8,476 - 10,360",8476.0,10360.0,9418.0,119%,"Rs.11,603 - 15,016","11,603 - 15,016",11603.0,15016.0,13309.5,168%,,,,,,,,
288,Owe Village,"Rs.5,695 - 6,588/sq. ft.","5,695 - 6,588",5695.0,6588.0,6141.5,,,,,,,,,,,,,,,,,,,,19.0670003,73.0702353
289,Pali Hill,"Rs.34,935 - 43,605/sq. ft.","34,935 - 43,605",34935.0,43605.0,39270.0,-2.32%,"Rs.48,450 - 57,630","48,450 - 57,630",48450.0,57630.0,53040.0,135%,"Rs.74,800 - 90,100","74,800 - 90,100",74800.0,90100.0,82450.0,210%,"Rs.1,58,413 - 2,07,917","1,58,413 - 2,07,917",158413.0,207917.0,183165.0,466%,19.0647845,72.8278244
290,Pali Village,"Rs.34,212 - 39,738/sq. ft.","34,212 - 39,738",34212.0,39738.0,36975.0,-6.52%,,,,,,,"Rs.71,540 - 86,156","71,540 - 86,156",71540.0,86156.0,78848.0,213%,,,,,,,19.0637337,72.8299913
291,Palm Beach,"Rs.16,320 - 19,422/sq. ft.","16,320 - 19,422",16320.0,19422.0,17871.0,7.63%,"Rs.15,343 - 18,133","15,343 - 18,133",15343.0,18133.0,16738.0,94%,"Rs.28,179 - 37,866","28,179 - 37,866",28179.0,37866.0,33022.5,185%,"Rs.44,625 - 54,825","44,625 - 54,825",44625.0,54825.0,49725.0,278%,19.0083003,73.0230188
292,Panch Pakhadi,"Rs.12,028 - 13,472/sq. ft.","12,028 - 13,472",12028.0,13472.0,12750.0,-5.45%,"Rs.16,266 - 18,299","16,266 - 18,299",16266.0,18299.0,17282.5,136%,"Rs.22,610 - 26,648","22,610 - 26,648",22610.0,26648.0,24629.0,193%,,,,,,,,
293,Panchkutir Ganesh Nagar,"Rs.28,305 - 32,980/sq. ft.","28,305 - 32,980",28305.0,32980.0,30642.5,-4.79%,,,,,,,"Rs.63,250 - 68,116","63,250 - 68,116",63250.0,68116.0,65683.0,214%,,,,,,,,
294,Pandurangwadi,"Rs.6,672 - 7,990/sq. ft.","6,672 - 7,990",6672.0,7990.0,7331.0,,,,,,,,,,,,,,,,,,,,,
295,Pant Nagar,"Rs.14,875 - 18,318/sq. ft.","14,875 - 18,318",14875.0,18318.0,16596.5,7.82%,"Rs.19,201 - 21,552","19,201 - 21,552",19201.0,21552.0,20376.5,123%,,,,,,,"Rs.52,224 - 58,752","52,224 - 58,752",52224.0,58752.0,55488.0,334%,19.0869118,72.9156152
296,Panvel,"Rs.5,950 - 6,885/sq. ft.","5,950 - 6,885",5950.0,6885.0,6417.5,2.03%,"Rs.7,021 - 8,526","7,021 - 8,526",7021.0,8526.0,7773.5,121%,"Rs.10,873 - 12,546","10,873 - 12,546",10873.0,12546.0,11709.5,182%,"Rs.13,658 - 17,072","13,658 - 17,072",13658.0,17072.0,15365.0,239%,18.9895249,73.1221935
297,Parel,"Rs.23,588 - 29,538/sq. ft.","23,588 - 29,538",23588.0,29538.0,26563.0,8.47%,"Rs.28,532 - 34,494","28,532 - 34,494",28532.0,34494.0,31513.0,119%,"Rs.62,832 - 72,352","62,832 - 72,352",62832.0,72352.0,67592.0,254%,"Rs.87,210 - 1,07,559","87,210 - 1,07,559",87210.0,107559.0,97384.5,367%,19.0094817,72.8376614
298,Parmanand Wadi,"Rs.22,780 - 24,182/sq. ft.","22,780 - 24,182",22780.0,24182.0,23481.0,0.37%,,,,,,,"Rs.62,944 - 69,620","62,944 - 69,620",62944.0,69620.0,66282.0,282%,"Rs.88,358 - 96,390","88,358 - 96,390",88358.0,96390.0,92374.0,393%,,
299,Parsik Nagar,"Rs.7,948 - 8,670/sq. ft.","7,948 - 8,670",7948.0,8670.0,8309.0,2.11%,"Rs.10,710 - 11,246","10,710 - 11,246",10710.0,11246.0,10978.0,132%,"Rs.13,728 - 16,150","13,728 - 16,150",13728.0,16150.0,14939.0,180%,,,,,,,,
300,Patlipada,"Rs.9,478 - 11,815/sq. ft.","9,478 - 11,815",9478.0,11815.0,10646.5,-9.42%,"Rs.12,852 - 15,708","12,852 - 15,708",12852.0,15708.0,14280.0,134%,"Rs.18,062 - 20,952","18,062 - 20,952",18062.0,20952.0,19507.0,183%,"Rs.29,504 - 32,908","29,504 - 32,908",29504.0,32908.0,31206.0,293%,,
301,Peddar Road,"Rs.46,070 - 54,018/sq. ft.","46,070 - 54,018",46070.0,54018.0,50044.0,3.27%,,,,,,,"Rs.93,745 - 1,06,189","93,745 - 1,06,189",93745.0,106189.0,99967.0,200%,,,,,,,18.9775228,72.8097522
302,Pendse Nagar,"Rs.5,695 - 6,545/sq. ft.","5,695 - 6,545",5695.0,6545.0,6120.0,,,,,,,,,,,,,,,,,,,,19.1656255,72.8525894
303,Pestom Sagar Colony,"Rs.13,940 - 18,445/sq. ft.","13,940 - 18,445",13940.0,18445.0,16192.5,-7.46%,"Rs.18,870 - 24,480","18,870 - 24,480",18870.0,24480.0,21675.0,134%,"Rs.31,068 - 36,125","31,068 - 36,125",31068.0,36125.0,33596.5,207%,,,,,,,19.0692541,72.9019227
304,Petali,"Rs.4,590 - 5,440/sq. ft.","4,590 - 5,440",4590.0,5440.0,5015.0,-3.97%,"Rs.4,590 - 5,100","4,590 - 5,100",4590.0,5100.0,4845.0,97%,,,,,,,,,,,,,,
305,Phase-1 Petali,"Rs.4,420 - 5,142/sq. ft.","4,420 - 5,142",4420.0,5142.0,4781.0,-6.56%,"Rs.4,720 - 4,720","4,720 - 4,720",4720.0,4720.0,4720.0,99%,,,,,,,,,,,,,,
306,Pokharan Road,"Rs.10,795 - 12,028/sq. ft.","10,795 - 12,028",10795.0,12028.0,11411.5,-1.49%,,,,,,,"Rs.18,514 - 22,539","18,514 - 22,539",18514.0,22539.0,20526.5,180%,,,,,,,,
307,Pokhran-2,"Rs.10,838 - 12,070/sq. ft.","10,838 - 12,070",10838.0,12070.0,11454.0,1.13%,"Rs.14,356 - 15,792","14,356 - 15,792",14356.0,15792.0,15074.0,132%,"Rs.21,038 - 25,245","21,038 - 25,245",21038.0,25245.0,23141.5,202%,"Rs.28,050 - 31,556","28,050 - 31,556",28050.0,31556.0,29803.0,260%,,
308,Poonam Gardens,"Rs.7,735 - 9,010/sq. ft.","7,735 - 9,010",7735.0,9010.0,8372.5,-3.96%,,,,,,,,,,,,,,,,,,,19.05159815,72.830874193471
309,Poonam Nagar,"Rs.8,840 - 9,435/sq. ft.","8,840 - 9,435",8840.0,9435.0,9137.5,,,,,,,,,,,,,,,,,,,,19.1369178,72.869128
310,Poonam Sagar Complex,"Rs.8,500 - 9,180/sq. ft.","8,500 - 9,180",8500.0,9180.0,8840.0,-0.94%,,,,,,,,,,,,,,,,,,,,
311,Powai,"Rs.16,618 - 20,358/sq. ft.","16,618 - 20,358",16618.0,20358.0,18488.0,1.43%,"Rs.26,255 - 30,631","26,255 - 30,631",26255.0,30631.0,28443.0,154%,"Rs.41,862 - 50,235","41,862 - 50,235",41862.0,50235.0,46048.5,249%,,,,,,,19.1187195,72.9073476
312,Prabhadevi,"Rs.31,960 - 38,208/sq. ft.","31,960 - 38,208",31960.0,38208.0,35084.0,-3.91%,"Rs.26,334 - 31,295","26,334 - 31,295",26334.0,31295.0,28814.5,82%,"Rs.68,493 - 86,700","68,493 - 86,700",68493.0,86700.0,77596.5,221%,"Rs.1,35,830 - 1,76,290","1,35,830 - 1,76,290",135830.0,176290.0,156060.0,445%,19.0148811,72.8279556
313,Pushpa Park,"Rs.13,472 - 16,532/sq. ft.","13,472 - 16,532",13472.0,16532.0,15002.0,,,,,,,,,,,,,,,,,,,,19.1898254,72.8583252
314,Rabale,"Rs.7,650 - 9,222/sq. ft.","7,650 - 9,222",7650.0,9222.0,8436.0,,,,,,,,"Rs.20,311 - 22,568","20,311 - 22,568",20311.0,22568.0,21439.5,254%,,,,,,,19.1366366,73.0027806758224
315,Radha Nagar,"Rs.5,780 - 6,460/sq. ft.","5,780 - 6,460",5780.0,6460.0,6120.0,,,,,,,,,,,,,,,,,,,,18.9576376,72.8099232
316,Raheja Vihar,"Rs.16,065 - 17,000/sq. ft.","16,065 - 17,000",16065.0,17000.0,16532.5,-2.99%,"Rs.26,163 - 29,070","26,163 - 29,070",26163.0,29070.0,27616.5,167%,"Rs.38,212 - 42,458","38,212 - 42,458",38212.0,42458.0,40335.0,244%,"Rs.53,550 - 58,650","53,550 - 58,650",53550.0,58650.0,56100.0,339%,19.118818,72.8950139341264
317,Rajiv Gandhi Nagar,"Rs.13,132 - 14,152/sq. ft.","13,132 - 14,152",13132.0,14152.0,13642.0,1.91%,"Rs.20,884 - 23,371","20,884 - 23,371",20884.0,23371.0,22127.5,162%,"Rs.26,732 - 31,790","26,732 - 31,790",26732.0,31790.0,29261.0,214%,,,,,,,18.9991,72.8599
318,Rambaug,"Rs.6,078 - 7,268/sq. ft.","6,078 - 7,268",6078.0,7268.0,6673.0,10.34%,,,,,,,,,,,,,,,,,,,19.2171854,72.8512981
319,Ramdev Park,"Rs.7,352 - 7,905/sq. ft.","7,352 - 7,905",7352.0,7905.0,7628.5,3.43%,,,,,,,,,,,,,,,,,,,17.49062175,78.4068286642201
320,Rameshwadi,"Rs.3,188 - 3,782/sq. ft.","3,188 - 3,782",3188.0,3782.0,3485.0,3.8%,,,,,,,,,,,,,,,,,,,,
321,Ranjanpada,"Rs.7,055 - 7,862/sq. ft.","7,055 - 7,862",7055.0,7862.0,7458.5,0%,,,,,,,,,,,,,,,,,,,,
322,Rasayani,"Rs.3,060 - 3,782/sq. ft.","3,060 - 3,782",3060.0,3782.0,3421.0,13.7%,,,,,,,,,,,,,,,,,,,18.8978821,73.1803608
323,Rawalpada,"Rs.10,582 - 11,858/sq. ft.","10,582 - 11,858",10582.0,11858.0,11220.0,-3.01%,"Rs.12,376 - 13,702","12,376 - 13,702",12376.0,13702.0,13039.0,116%,,,,,,,,,,,,,,
324,RCF Colony Chembur,"Rs.16,022 - 18,360/sq. ft.","16,022 - 18,360",16022.0,18360.0,17191.0,-4.5%,,,,,,,"Rs.30,880 - 38,968","30,880 - 38,968",30880.0,38968.0,34924.0,203%,,,,,,,19.0396194,72.896105
325,Roadpali,"Rs.6,120 - 6,715/sq. ft.","6,120 - 6,715",6120.0,6715.0,6417.5,1.35%,"Rs.7,735 - 8,840","7,735 - 8,840",7735.0,8840.0,8287.5,129%,"Rs.10,710 - 11,602","10,710 - 11,602",10710.0,11602.0,11156.0,174%,,,,,,,,
326,Sadan Wadi,"Rs.13,515 - 14,152/sq. ft.","13,515 - 14,152",13515.0,14152.0,13833.5,,,,,,,,,,,,,,,,,,,,18.959958,72.8356478
327,Sagaon,"Rs.3,570 - 4,208/sq. ft.","3,570 - 4,208",3570.0,4208.0,3889.0,-4.26%,,,,,,,,,,,,,,,,,,,,
328,Sahayog Nagar,"Rs.19,465 - 20,910/sq. ft.","19,465 - 20,910",19465.0,20910.0,20187.5,-2.25%,,,,,,,,,,,,,"Rs.53,550 - 55,930","53,550 - 55,930",53550.0,55930.0,54740.0,271%,19.0837,72.8788
329,Sai Nagar,"Rs.8,118 - 9,052/sq. ft.","8,118 - 9,052",8118.0,9052.0,8585.0,1.52%,"Rs.10,622 - 13,036","10,622 - 13,036",10622.0,13036.0,11829.0,138%,"Rs.13,114 - 14,494","13,114 - 14,494",13114.0,14494.0,13804.0,161%,,,,,,,19.1490182,72.9257057
330,Saibaba Nagar,"Rs.15,852 - 17,255/sq. ft.","15,852 - 17,255",15852.0,17255.0,16553.5,1.03%,"Rs.15,351 - 17,105","15,351 - 17,105",15351.0,17105.0,16228.0,98%,,,,,,,,,,,,,19.0841614,72.9105915
331,Sainath Nagar,"Rs.9,945 - 10,965/sq. ft.","9,945 - 10,965",9945.0,10965.0,10455.0,2.07%,"Rs.14,756 - 16,660","14,756 - 16,660",14756.0,16660.0,15708.0,150%,"Rs.20,591 - 23,062","20,591 - 23,062",20591.0,23062.0,21826.5,209%,"Rs.28,050 - 31,875","28,050 - 31,875",28050.0,31875.0,29962.5,287%,19.0941778,72.9108738
332,Sakinaka,"Rs.13,558 - 14,705/sq. ft.","13,558 - 14,705",13558.0,14705.0,14131.5,4.11%,"Rs.26,648 - 30,378","26,648 - 30,378",26648.0,30378.0,28513.0,202%,"Rs.37,101 - 41,317","37,101 - 41,317",37101.0,41317.0,39209.0,277%,"Rs.48,659 - 55,610","48,659 - 55,610",48659.0,55610.0,52134.5,369%,19.1000901,72.8814784
333,Samata Nagar,"Rs.12,155 - 12,708/sq. ft.","12,155 - 12,708",12155.0,12708.0,12431.5,5.76%,"Rs.15,664 - 17,046","15,664 - 17,046",15664.0,17046.0,16355.0,132%,"Rs.23,460 - 25,806","23,460 - 25,806",23460.0,25806.0,24633.0,198%,"Rs.28,846 - 31,936","28,846 - 31,936",28846.0,31936.0,30391.0,244%,19.2072164,72.8705139
334,Samta Nagar,"Rs.13,005 - 14,662/sq. ft.","13,005 - 14,662",13005.0,14662.0,13833.5,8.22%,,,,,,,"Rs.17,304 - 21,481","17,304 - 21,481",17304.0,21481.0,19392.5,140%,,,,,,,,
